City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
424,agnibilekrou,7.1344,-3.2047,25.19,80,92,1.55,CI,1708310279
425,priargunsk,50.3691,119.1012,-20.86,83,98,2.73,RU,1708310375
426,susanville,40.4163,-120.653,7.91,61,75,1.54,US,1708310442
427,puerto san jose,13.9256,-90.8244,26.58,68,89,2.04,GT,1708310443
428,martinsville,36.6915,-79.8725,3.79,47,0,0.0,US,1708310444
429,nadym,65.5333,72.5167,-16.31,90,100,10.86,RU,1708310196
430,puerto rico,-26.796,-55.024,21.41,81,3,0.98,AR,1708310446
431,mamit,23.9333,92.4833,15.46,67,1,3.09,IN,1708310447
432,ulluaya,42.3738,47.3745,-3.98,84,73,1.26,RU,1708310448
433,sumenep,-7.0167,113.8667,29.96,71,100,2.51,ID,1708310449
434,obo,5.3998,26.4869,22.57,22,97,1.53,CF,1708310451
435,shuangyang,43.5242,125.6736,-7.87,78,100,5.77,CN,1708310451
436,jiagedaqi,50.4167,124.1167,-15.9,58,18,4.25,CN,1708310453
437,puerto aysen,-45.4,-72.7,13.15,82,100,1.2,CL,1708310455
438,machico,32.7,-16.7667,19.28,73,40,7.72,PT,1708310456
439,las tablas,7.7667,-80.2833,26.21,99,79,0.21,PA,1708310457
440,waingapu,-9.6567,120.2641,30.79,68,26,3.27,ID,1708310458
441,barra de santo antonio,-9.4047,-35.5072,26.6,88,100,3.31,BR,1708310459
442,hotan,37.0997,79.9269,-3.4,60,100,0.37,CN,1708310460
443,maxixe,-23.8597,35.3472,25.4,80,80,4.68,MZ,1708310462
444,santo antonio do ica,-3.1022,-67.9397,24.31,98,90,1.25,BR,1708310463
445,belyy yar,53.6039,91.3903,-28.06,76,59,2.0,RU,1708310464
446,hermanus,-34.4187,19.2345,19.33,84,15,5.96,ZA,1708310467
447,vilyuysk,63.7553,121.6247,-26.16,93,100,3.0,RU,1708310468
448,sur,22.5667,59.5289,23.88,63,23,1.14,OM,1708310469
449,glazunovka,52.4986,36.3275,-13.49,99,80,2.69,RU,1708310470
450,odessa,46.4775,30.7326,1.5,73,84,3.41,UA,1708310471
451,laminusa,5.5549,120.9136,27.89,76,46,3.47,PH,1708310472
452,vila velha,-20.3297,-40.2925,25.97,93,75,2.06,BR,1708310442
453,jumla,29.2747,82.1838,9.16,49,100,1.42,NP,1708310476
454,illizi,26.4833,8.4667,13.89,21,3,5.82,DZ,1708310477
455,totness,5.8833,-56.3167,26.45,73,88,5.43,SR,1708310478
456,bandundu,-3.3167,17.3667,22.6,96,100,0.79,CD,1708310479
457,rabaul,-4.1967,152.1721,29.37,76,46,7.04,PG,1708310479
458,praia,14.9215,-23.5087,22.3,78,0,8.75,CV,1708310476
459,severo-yeniseyskiy,60.3725,93.0408,-31.09,97,74,1.33,RU,1708310482
460,salinopolis,-0.6136,-47.3561,26.47,85,90,6.06,BR,1708310483
461,utete,-7.986,38.758,24.19,97,100,0.49,TZ,1708310484
462,port blair,11.6667,92.75,29.02,54,100,3.6,IN,1708310485
463,inyonga,-6.7167,32.0667,19.14,94,100,1.81,TZ,1708310486
